,,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto
,,2018/6/29,2018/5/31,2018/4/27,2018/3/30,2018/2/28,2018/1/31,2017/12/29,2017/11/30,2017/10/31,2017/9/29,2017/8/31,2017/7/31,2017/6/30,2017/5/31,2017/4/28,2017/3/31,2017/2/28,2017/1/26,2016/12/30,2016/11/30,2016/10/31,2016/9/30,2016/8/31,2016/7/29,2018/6/29,2018/5/31,2018/4/27,2018/3/30,2018/2/28,2018/1/31,2017/12/29,2017/11/30,2017/10/31,2017/9/29,2017/8/31,2017/7/31,2017/6/30,2017/5/31,2017/4/28,2017/3/31,2017/2/28,2017/1/26,2016/12/30,2016/11/30,2016/10/31,2016/9/30,2016/8/31,2016/7/29
801880.INDX,002703.XSHE,-0.602721629,-0.590682113,-0.172802321,-0.356741852,-0.377261506,-0.440883531,-0.428854959,-0.322526344,-0.094510644,0.39710134,0.59887714,1.390867186,0.586372471,-0.066120274,0.113867429,0.290269914,1.059912018,3.130128987,2.018992072,3.806205229,4.048098886,3.881597957,4.092661737,3.6696339,-0.294706658,-0.254041196,-0.136849397,-0.177129492,-0.166808433,-0.125091093,0.167484539,0.26774593,0.57022519,0.829028524,1.127330715,1.696069305,1.992559391,2.175456091,2.628563671,2.88840955,3.400687592,3.400327077,3.553269338,3.593794614,3.467015716,3.430094233,3.487177025,3.287758282
801880.INDX,002708.XSHE,-0.110790736,-0.02089499,-0.346854535,-0.413107761,-0.192014583,-0.425142074,-0.252279758,-0.582527115,-0.582584731,-0.400672747,-0.072986945,0.56122945,-0.401089315,-0.412000321,0.061660276,0.134933932,-0.294342274,0.099645294,0.828811446,1.939618051,2.68406758,3.881597957,1.599410783,1.680004725,-0.474575954,-0.522903157,-0.483934486,-0.522136719,-0.518989436,-0.55423901,-0.453586996,-0.418932539,-0.262848223,-0.07508445,0.325818633,0.442288056,0.504481923,0.564009428,0.90090127,1.220813776,1.642820628,2.022097601,2.34869818,2.513604624,2.625657576,2.581291058,2.126169834,2.001701765
801880.INDX,002715.XSHE,-0.430845849,-0.251472738,-0.302277321,0.028127905,0.013672827,-0.493907387,-0.379788999,-0.604587029,-0.75254495,-0.773761126,-0.71638647,-0.710007095,-0.367464715,-0.356668291,-0.211278326,-0.233403857,-0.275490812,-0.116478295,0.333377807,1.519443875,1.821047785,2.924254386,1.153452446,0.809498585,-0.636855869,-0.662789595,-0.594236003,-0.634084888,-0.700800197,-0.743198623,-0.653653947,-0.636992024,-0.524407775,-0.376473883,-0.210738926,-0.06614681,0.035685322,0.07407313,0.290605286,0.376477612,0.533920237,0.741618201,1.068247341,1.187296221,1.366540939,1.552574557,1.431889103,1.502519634
801880.INDX,002725.XSHE,3.877658633,1.768240526,-0.235085071,-0.422531808,-0.32800394,-0.445755098,-0.315859282,-0.390893329,-0.466750977,-0.325432591,-0.226528132,0.532790904,1.040150636,-0.08787689,0.106097524,0.342935196,3.910674731,3.880753107,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,1.449122148,0.191904282,-0.221110069,-0.316344367,-0.349450413,-0.327663242,-0.103512621,0.126418165,0.171594549,0.234527258,0.359087845,0.470620999,0.699593266,0.81730376,0.790335288,1.026338149,1.199294088,1.30754497,0.959262805,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,0.749910337
801880.INDX,002765.XSHE,-0.567758654,-0.249272461,-0.733242615,-0.759032718,-0.36652023,-0.485986949,-0.376481619,-0.308278014,0.466314403,0.109875256,-0.165580485,-0.533002305,-0.210150847,-0.09562024,0.056270937,0.090780211,-0.097477781,-0.20905176,0.699986966,2.124734737,0.281026585,0.124006067,0.369201457,1.659413152,-0.440627019,-0.441964002,-0.905466811,-0.952812542,-0.422570055,-0.445431852,-0.358278448,-0.325108254,-0.17842867,-0.184187701,-0.235727194,-0.180495106,-0.031398177,0.065972529,0.3028675,0.459648297,0.5863549,0.790487403,1.092086658,1.213157117,1.410475378,1.723058217,2.106214651,2.826081293
801880.INDX,002863.XSHE,0.453607199,2.784965972,3.806340835,3.976763674,4.334773542,4.242933853,4.239880714,1.128491057,0.442823205,1.264490417,1.928573956,1.61610196,2.163889537,3.915123024,-0.745781711,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,2.808546358,2.844091993,3.05608191,2.730824697,2.167470134,1.802980366,1.521297907,1.280429411,1.374489616,1.615103066,1.815254638,2.038051426,2.463747811,3.137580447,-0.860928119,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,002865.XSHE,3.340042639,3.707387591,3.806340835,1.710097337,3.310402739,1.488223769,2.365959267,2.646313127,3.750324632,2.366765841,2.431659943,3.634279075,3.734924263,3.915123024,-0.765884276,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,3.034691457,3.200978119,3.395901128,2.872200367,2.906346207,2.881500383,3.227860899,3.15937441,3.180559166,3.268200626,3.31292037,3.160493649,3.18875342,3.137580447,-0.87787227,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,002906.XSHE,2.23408598,0.560485901,1.506821128,1.379096265,1.127799605,3.63380096,1.003085096,2.403997783,3.750324632,-0.906509318,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,1.512452085,1.384154825,1.598576048,1.572893315,1.598606785,1.777661984,1.543896563,2.256064464,3.180559166,-1.005394375,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,002921.XSHE,3.877658633,3.707387591,3.806340835,3.976763674,4.334773542,4.242933853,-0.69251154,-0.816280962,-0.916577775,-0.906509318,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,3.491133648,3.494888594,3.532103596,3.509192822,3.341232931,3.289685283,-0.941901554,-0.959744391,-1.017876952,-1.005394375,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,002931.XSHE,3.877658633,3.707387591,2.763731422,-0.759032718,-0.744268445,-0.777783856,-0.702978426,-0.816280962,-0.916577775,-0.906509318,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,3.491133648,3.494888594,2.83673643,-0.952812542,-0.988298261,-1.016238941,-0.949164443,-0.959744391,-1.017876952,-1.005394375,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300100.XSHE,-0.617968181,-0.607127773,-0.04194326,0.172610141,-0.401589693,-0.402739495,-0.270723268,-0.389424751,-0.208628574,-0.906509318,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.082722634,-0.062087133,-0.288275949,-0.627567324,-0.625039794,-0.370223574,-0.210486765,-0.128054658,-0.280396354,-0.545848698,-0.551781658,-0.434051484,-0.502743237,-0.56948173,-0.562821969,-0.463009852,-0.434217329,-0.440774908,-1.005394375,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.309936725,-0.215032824,-0.120299454,-0.752057171,-0.769888753,-0.021278147,0.009271143,-0.031288779,-0.067652853
801880.INDX,300258.XSHE,-0.662850598,-0.692571864,-0.588673515,-0.56424926,-0.527559204,-0.545705066,-0.539788388,-0.473852354,-0.380117436,-0.632532355,-0.552564553,-0.686190279,-0.54218949,-0.496706918,-0.352293849,-0.368232298,-0.446438561,-0.619195389,-0.342468775,-0.347498455,-0.439042203,-0.403753207,-0.417691113,-0.116670779,-0.746968254,-0.770878508,-0.674440046,-0.704997575,-0.729841517,-0.75501028,-0.689833395,-0.699612065,-0.751027615,-0.752553676,-0.777890915,-0.752207867,-0.704287319,-0.692456389,-0.530963078,-0.505220275,-0.49946364,-0.451034208,-0.311999813,-0.284479725,-0.286059849,-0.24477205,-0.267398505,-0.287670794
801880.INDX,300304.XSHE,-0.588699701,-0.570512907,-0.409659572,-0.19034945,-0.28030947,-0.204363994,-0.281034512,-0.391549502,-0.085307585,0.766905993,0.070909779,-0.080669157,0.41099778,0.88233028,1.314731152,3.057245299,2.836670268,2.784751133,4.014750581,0.245017543,-0.348262553,-0.366254406,0.038407483,-0.069167791,-0.382825167,-0.347138228,-0.142941551,-0.096379532,0.165379161,0.294532162,0.537297903,0.742764428,0.747338062,0.76296905,0.648130669,0.687673009,0.663214313,0.590929605,0.670538851,0.628039161,0.383211061,0.272561406,0.281714276,0.045699271,-0.026239539,0.00459991,-0.008907045,-0.043505289
801880.INDX,300375.XSHE,-0.598527297,-0.042954177,-0.383101267,-0.374757538,-0.10925065,0.603752711,0.085773425,-0.593775796,-0.717666917,-0.537161531,-0.671646878,-0.597557432,-0.596885049,-0.497616056,-0.350144726,-0.173450551,-0.374404783,-0.140839733,0.33576655,0.932245786,0.654884159,0.177632438,0.413852678,0.943256997,-0.517476883,-0.553141979,-0.517050092,-0.56334084,-0.587412545,-0.629736757,-0.62063345,-0.634532706,-0.578770494,-0.500598196,-0.501104292,-0.407698077,-0.295848984,-0.176827277,0.047256068,0.127436387,0.228762861,0.343973599,0.541020286,0.583961505,0.535474996,0.605228969,0.626242487,0.625687927
801880.INDX,300432.XSHE,-0.610436752,-0.58797408,-0.500877034,-0.416645495,-0.303996388,-0.366153034,-0.173953209,-0.244191777,-0.236393734,0.446528554,-0.004672,0.678524475,-0.131818871,-0.202741795,0.045558386,0.588121341,-0.202333012,-0.21055702,0.453736918,1.32407759,0.910129927,0.951623558,2.589534581,3.6696339,-0.399013117,-0.401947865,-0.295860199,-0.309398658,-0.262430278,-0.296535013,-0.217178598,-0.211344986,-0.132990768,-0.061667848,-0.098136775,0.058225992,0.29836337,0.485567253,0.737256445,0.842931383,0.983721914,1.181190889,1.452931719,1.486959359,1.56972956,1.954725225,2.130065086,1.97905196
801880.INDX,300473.XSHE,-0.538459559,-0.383376525,-0.325075158,-0.45026883,-0.421749624,-0.373841493,-0.279205726,0.209036343,-0.001294577,-0.246994372,-0.382045094,-0.293417806,-0.277434252,-0.363063608,-0.20331004,-0.111129968,0.823578281,-0.828505697,-0.627567324,-0.625039794,0.841757207,1.468454862,0.506819249,2.044992959,-0.493938574,-0.508874837,-0.433324897,-0.477812776,-0.491928206,-0.467925122,-0.376935164,-0.369719744,-0.428377821,-0.377469754,-0.302240499,-0.207093078,0.02240369,0.17902636,0.479471256,0.823128839,1.0626536,-0.845802311,-0.752057171,-0.769888753,1.808202824,1.935158314,1.923329389,2.175136301
801880.INDX,300507.XSHE,-0.050937307,0.440824681,1.001142648,0.519843168,-0.176263384,-0.055996617,-0.242513259,-0.198759603,-0.032678567,1.077717795,2.134489934,2.047637325,1.054106726,0.705455882,1.090693361,2.183480398,0.749746068,1.342157868,2.030307169,3.416927043,3.737862127,3.62060404,4.092661737,3.6696339,0.271843013,0.31480009,0.395934598,0.326510792,0.42988618,0.425778779,0.574962329,0.65597432,0.929469449,1.15885562,1.261371504,1.537572972,1.752927227,2.223050527,2.760549688,2.93684962,3.250218335,3.400327077,3.553269338,3.593794614,3.467015716,3.430094233,3.487177025,3.468730076
801880.INDX,300547.XSHE,0.305213557,0.668384101,0.108344886,0.226478826,0.564964785,-0.029849228,-0.216093126,0.195100476,-0.020293434,0.098824805,-0.061098805,0.23163304,0.187118835,0.25392771,1.646026706,1.922547865,1.273090893,1.884645505,3.197019444,3.806205229,4.048098886,-0.687483854,-0.72875845,-0.834042287,-0.063985461,-0.120077826,-0.089257939,-0.052196122,0.051826501,0.047186908,0.226667637,0.380134095,0.846351998,1.081813897,1.206436754,1.456658842,1.601370295,1.733005129,2.189827214,2.37927645,2.699786854,3.355948549,3.553269338,3.593794614,3.467015716,-0.847393732,-0.894470179,-0.91853357
801880.INDX,300580.XSHE,1.894130749,1.299214807,0.021854123,0.39932239,-0.744268445,-0.777783856,-0.702978426,-0.816280962,-0.916577775,-0.906509318,0.248696074,0.580275449,0.556236894,0.808690088,1.732223064,3.715923696,3.910674731,3.880753107,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,0.409783801,0.237856881,0.196737938,0.29244572,-0.988298261,-1.016238941,-0.949164443,-0.959744391,-1.017876952,-1.005394375,1.72248534,2.117041081,2.422214571,2.826586151,3.234825701,3.379666395,3.400687592,3.400327077,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300585.XSHE,0.443565294,1.60426347,0.644080995,0.735853029,0.461119095,1.32212654,4.239880714,3.704213724,3.750324632,1.972033425,1.803229428,1.757996513,3.734924263,3.798876863,3.61406903,3.644968564,3.76430989,3.880753107,-0.621700237,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,2.144868983,2.407967115,2.595453607,2.774558403,2.942592854,3.004271665,3.267738415,3.15937441,2.859807156,2.551194579,2.697140484,3.03424023,3.18875342,3.087414566,3.234825701,3.379666395,3.400687592,3.400327077,-0.747453716,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300611.XSHE,1.516212219,3.092976546,0.591068843,0.107325575,0.178920137,0.264598872,0.413281901,1.011379786,1.444053614,2.201408823,1.468586663,2.463443902,3.734924263,3.915123024,3.61406903,3.715923696,-0.775680776,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,0.931087292,1.316167069,1.499229229,1.744511573,2.138153802,2.119904085,2.433020013,2.629378283,2.928167462,3.230378917,3.31292037,3.160493649,3.18875342,3.137580447,3.234825701,3.379666395,-0.867683929,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300643.XSHE,3.300977178,3.48561316,1.512122344,1.004155945,0.19763721,0.395534657,1.119427064,0.651390737,3.10584527,3.68317708,3.245411489,3.634279075,3.734924263,3.915123024,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,1.892983327,2.081829933,2.049646935,2.043002551,2.080566185,2.179715735,2.559891079,2.795316104,3.180559166,3.268200626,3.31292037,3.160493649,3.18875342,3.137580447,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300652.XSHE,0.070147251,0.608948413,0.870153015,0.480184875,0.257836448,0.393612542,0.819583851,2.170650138,2.26449851,1.375737342,1.295522136,1.771712614,3.734924263,3.915123024,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,0.685522374,0.953953015,1.170895677,1.162369848,1.183172908,1.233706909,1.491274365,1.640600426,1.661955554,1.711979229,1.951436473,2.530056443,3.18875342,3.137580447,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300680.XSHE,-0.847707378,-0.897225836,-0.733242615,2.126420223,1.578372065,-0.777783856,-0.702978426,-0.816280962,1.875006342,3.68317708,3.848652763,-0.969010313,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,-0.972655743,-1.002671696,-0.905466811,3.231766758,3.341232931,3.289685283,-0.949164443,-0.959744391,3.180559166,3.268200626,3.31292037,-0.993600252,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300681.XSHE,-0.120006021,0.085338898,0.47619177,1.341370348,0.569373517,0.621648263,1.423667147,1.77191563,1.673568542,3.68317708,3.848652763,-0.965134023,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,1.500983236,1.618838697,1.870207856,2.002838369,2.038901792,2.208693309,2.710035791,3.13557458,3.180559166,3.268200626,3.31292037,-0.990613007,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300695.XSHE,-0.229946514,-0.10698788,0.34917152,0.207125342,0.284689637,0.620753485,0.802580025,1.721609028,1.103259665,2.127682036,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,0.37234559,0.42082018,0.587474147,0.587170427,0.641040774,0.719886358,0.967482347,1.252054705,1.284509007,1.934113891,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300707.XSHE,3.877658633,3.707387591,3.806340835,3.976763674,3.880010976,2.947274585,3.81291872,3.704213724,3.750324632,-0.906509318,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,3.491133648,3.494888594,3.532103596,3.509192822,3.341232931,3.289685283,3.267738415,3.15937441,3.180559166,-1.005394375,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300733.XSHE,1.48375972,2.798449721,3.806340835,3.976763674,4.334773542,4.242933853,-0.702978426,-0.816280962,-0.916577775,-0.906509318,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,3.491133648,3.494888594,3.532103596,3.509192822,3.341232931,3.289685283,-0.949164443,-0.959744391,-1.017876952,-1.005394375,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,300742.XSHE,3.877658633,3.659632506,-0.733242615,-0.759032718,-0.744268445,-0.777783856,-0.702978426,-0.816280962,-0.916577775,-0.906509318,-0.866913762,-0.981980973,-0.847000076,-0.747973897,-0.773588055,-0.719733155,-0.780176866,-0.828505697,-0.627567324,-0.625039794,-0.717958309,-0.704052067,-0.72875845,-0.834042287,3.491133648,3.494888594,-0.905466811,-0.952812542,-0.988298261,-1.016238941,-0.949164443,-0.959744391,-1.017876952,-1.005394375,-1.029689269,-1.003596034,-0.981879063,-1.005161375,-0.88436567,-0.861361413,-0.871805688,-0.845802311,-0.752057171,-0.769888753,-0.861026526,-0.859676134,-0.894470179,-0.91853357
801880.INDX,600006.XSHG,-0.744318616,-0.805434792,-0.649598318,-0.644517169,-0.626715605,-0.635845622,-0.525975211,-0.630896444,-0.484564355,-0.463863056,-0.677473741,-0.751975381,-0.682366101,-0.6286887,-0.601492909,-0.518833725,-0.498561085,-0.614164653,-0.285641841,-0.402519496,-0.467951972,-0.249792206,-0.236700283,-0.077605822,-0.797791555,-0.825999886,-0.729492995,-0.771413223,-0.802142302,-0.823512512,-0.753039432,-0.75847702,-0.806990833,-0.804338992,-0.839840409,-0.793770787,-0.736956758,-0.69504749,-0.550053116,-0.510316314,-0.482240575,-0.419736657,-0.278230187,-0.279663133,-0.274961996,-0.175062885,-0.093517022,0.008457826
801880.INDX,600066.XSHG,-0.739083355,-0.795533545,-0.597604626,-0.624598836,-0.437941696,-0.530162449,-0.453407395,-0.506192313,-0.657332287,-0.65457615,-0.726097908,-0.761405201,-0.571264678,-0.585300865,-0.534969291,-0.513806584,-0.577274767,-0.617254396,-0.398206107,-0.417076898,-0.586006392,-0.566306765,-0.497790633,-0.610868528,-0.792586242,-0.812906787,-0.714150828,-0.756629207,-0.788171667,-0.822732243,-0.759114339,-0.77505758,-0.836613633,-0.830010345,-0.864124386,-0.831140075,-0.811609662,-0.84824975,-0.715147112,-0.680424322,-0.684147887,-0.646698614,-0.540166742,-0.558993142,-0.645630267,-0.628531781,-0.658360453,-0.669966484
801880.INDX,600081.XSHG,-0.715937988,-0.764729667,-0.570236776,-0.640444315,-0.601906465,-0.605456324,-0.57920458,-0.681234293,-0.698636863,-0.68989762,-0.697566372,-0.763268801,-0.669778255,-0.604361417,-0.54971558,-0.414806494,-0.323149362,-0.398556021,-0.240632898,-0.252489121,-0.416115046,-0.391282983,-0.283013144,-0.172681246,-0.827021388,-0.856352069,-0.761630503,-0.808064093,-0.827910973,-0.839521478,-0.757845359,-0.757895246,-0.790307664,-0.771198603,-0.79115977,-0.74568763,-0.696014438,-0.682473831,-0.530545048,-0.439664161,-0.363210062,-0.25193051,-0.00685655,-0.010580505,-0.033355221,0.062810656,0.141411358,0.229545595
801880.INDX,600099.XSHG,-0.350939225,-0.662727081,-0.305724417,0.053219059,-0.430286533,-0.526649618,-0.436053375,-0.53393906,-0.657675452,-0.645381717,-0.490042984,-0.6893584,-0.345059718,-0.359427055,0.456966627,1.298916454,0.235682456,3.370297117,2.223837244,0.101760817,0.235989771,0.699222696,-0.112801664,-0.02360937,-0.651041776,-0.686538548,-0.583225414,-0.594679582,-0.644615144,-0.63145873,-0.351150557,-0.249318964,-0.248172458,-0.185958139,-0.130956767,-0.076314933,-0.034071387,-0.057800277,0.1158966,0.165656682,0.165287772,0.252050724,0.316042893,0.160069086,0.094824974,0.10687704,0.034515433,0.043334246
801880.INDX,600104.XSHG,-0.802151418,-0.860667387,-0.683285843,-0.696958869,-0.652887444,-0.681280438,-0.631811383,-0.717323813,-0.834998118,-0.852770428,-0.797359772,-0.885670092,-0.721942563,-0.668408633,-0.642888322,-0.651880058,-0.701077805,-0.740487623,-0.501802111,-0.532763686,-0.668499565,-0.647120867,-0.653089967,-0.754419224,-0.910764002,-0.935732521,-0.836161576,-0.878189798,-0.914347401,-0.943512494,-0.877588534,-0.88673175,-0.943277412,-0.931838203,-0.955738645,-0.928914906,-0.909364727,-0.941283915,-0.822998861,-0.806495903,-0.816161941,-0.79002326,-0.695566209,-0.717067872,-0.80974792,-0.807508592,-0.839042663,-0.857339361
801880.INDX,600148.XSHG,-0.847707378,-0.897225836,-0.733242615,-0.759032718,-0.332172196,-0.312897199,0.22250442,-0.305528336,-0.270117486,0.037947381,1.653237939,2.577235357,0.646677831,-0.053078843,0.777152868,0.729360051,2.182425007,2.723510835,0.502810915,0.483996619,1.158910014,0.208080935,-0.094864484,0.044901884,-0.972655743,-1.002671696,-0.905466811,0.129034558,0.101988781,0.174236216,0.442286351,0.412158111,0.44126293,0.537874436,0.526231868,0.423531604,0.234150054,0.120712949,0.253985855,0.257606956,0.263532843,0.247642178,0.217430324,0.187869549,0.151260818,0.292648371,0.390930967,0.581610979
801880.INDX,600166.XSHG,-0.701793597,-0.778185207,-0.614526732,-0.609199289,-0.519543327,-0.572846653,-0.513173703,-0.528439705,-0.440202492,-0.492017437,-0.516263867,-0.600129201,-0.588436142,-0.501346658,-0.422454444,-0.489761425,-0.428068823,-0.423630477,-0.112059864,-0.058756829,-0.315376761,-0.401461858,-0.441294907,-0.399119099,-0.744994811,-0.770340047,-0.667369794,-0.699291957,-0.731629098,-0.75565602,-0.677089589,-0.675521331,-0.701466393,-0.691418233,-0.729153932,-0.706623655,-0.685462293,-0.699684197,-0.555431769,-0.535214898,-0.506029013,-0.46144588,-0.349846784,-0.376124277,-0.445868924,-0.419436953,-0.443514969,-0.399849988
801880.INDX,600178.XSHG,-0.697844189,-0.567409952,-0.320583488,-0.143229215,-0.512609593,-0.609565673,-0.455858747,-0.616679361,-0.589759997,-0.563859651,-0.363057558,-0.383206085,-0.252292766,-0.364223543,0.350700768,-0.021279806,1.195822382,1.786288674,-0.165617992,-0.063005214,0.036073883,0.328773317,0.941657386,-0.307863359,-0.66045138,-0.660324011,-0.565256355,-0.566235809,-0.604958342,-0.537691928,-0.312838141,-0.325478474,-0.335657374,-0.290026707,-0.274491407,-0.168258891,-0.167563048,-0.223521646,-0.094038084,-0.095182982,-0.046541202,-0.06992947,-0.045196749,-0.057518032,-0.12520627,-0.108946976,-0.1665051,-0.215808863
801880.INDX,600213.XSHG,-0.323323986,-0.141346052,0.254376391,0.848882135,-0.201393159,0.490314799,0.234255348,-0.233942978,0.332979238,0.698261843,-0.455081807,-0.431659702,-0.370987944,-0.407611378,-0.3282898,-0.015454706,-0.217298568,-0.273777923,0.043878942,0.069229478,0.022733771,0.807841433,0.119273913,-0.114031724,-0.117239814,-0.163664808,-0.115890153,-0.20265019,-0.325270634,-0.361404959,-0.349233586,-0.392012268,-0.422871018,-0.437166716,-0.515922589,-0.460549337,-0.435953322,-0.433564481,-0.24804035,-0.171734355,-0.131243351,-0.017746042,0.153014844,0.176814016,0.160693992,0.255376507,0.205108302,0.214109493
801880.INDX,600297.XSHG,-0.750533576,-0.660470387,-0.587080539,-0.60034009,-0.466237743,-0.548985918,-0.453874319,-0.491818998,-0.659016915,-0.652520252,-0.64653109,-0.592190262,-0.591446279,-0.493321162,-0.498830964,-0.371849711,-0.246009311,-0.350981895,-0.237992708,-0.251092799,-0.40741982,-0.242874096,0.07705124,0.212169349,-0.766502477,-0.786918971,-0.693359257,-0.733160283,-0.754152622,-0.769620144,-0.688321418,-0.6976023,-0.742645339,-0.725111885,-0.739154873,-0.673735235,-0.610274747,-0.538299513,-0.401122949,-0.374938922,-0.343896677,-0.273785643,-0.119542537,-0.109013543,-0.166888498,-0.130212518,-0.144314936,-0.206241537
801880.INDX,600303.XSHG,-0.521284227,-0.560668078,-0.288697854,-0.379157409,-0.395337309,-0.473791462,-0.411928954,-0.333337576,0.013867073,0.327200808,0.135942927,0.906256474,-0.017809929,0.023382811,-0.280678463,-0.234414605,0.571893611,3.035020347,-0.627567324,0.008147805,0.061416381,0.455326263,0.925509664,1.677539292,-0.377848659,-0.378992433,-0.258552743,-0.306531795,-0.3421289,-0.323952049,-0.146142681,-0.133519487,-0.151708471,-0.14075664,-0.200568954,-0.125403413,-0.066881521,0.113976086,0.313569069,0.466489176,0.693962253,0.828194541,-0.752057171,1.061612264,1.203076101,1.257502915,1.192203408,1.131594696
