证券代码,证券简称,现金流量比 2017一季,现金流量比 2017中报,现金流量比 2017三季,现金流量比 2017年报,现金流量比 2018一季,现金流量比 2018中报,估价全价 2017-10-10,估价修正久期 2017-10-10,估价全价 2018-09-14,估价修正久期 2017-12-29,估价全价 2018-06-29,估价修正久期 2018-06-29,估价修正久期 2018-03-30,估价修正久期 2018-09-14,估价全价 2017-12-29,估价全价 2018-03-30,"债项评级  2018-09-14 ","债项评级  2018-06-29 ","债项评级  2018-03-30 ","债项评级  2017-12-29 ","债项评级  2017-10-10 ","资产负债率  2017一季 ","资产负债率  2017中报 ","资产负债率  2017三季 ","资产负债率  2017年报 ","资产负债率  2018一季 ","资产负债率  2018中报 "
1780213.IB,17株洲湘江债,-0.1213,-0.3394,-0.3882,-0.7787,-0.2807,-0.3457,100.8805,3.9575,96.6485,3.7147,104.5867,3.2681,3.4986,3.229,99.9583,102.7059,AA,AA,AA,AA,AA,48.7366,51.4799,57.0579,58.3903,59.6859,59.3134
1780214.IB,17临武舜发债,,0.025,,-0.514,,-0.2854,101.1537,3.9318,98.6675,3.6912,104.5391,3.2345,3.4771,3.2511,100.4121,103.3465,AAA,AAA,AAA,AAA,AAA,,45.6129,,53.9187,,59.1931
1780215.IB,17产建绿色02,-0.1793,-0.6196,-1.2118,-0.8594,-0.0033,-0.2505,101.2829,4.0287,96.8727,3.7776,100.936,3.2759,3.5355,3.2795,99.767,100.8576,AAA,AAA,AAA,AAA,AA+,27.6217,32.9262,38.023,39.7591,41.9423,40.9133
1780216.IB,17包头建投债02,,-0.0914,,-0.2601,,0.0117,100.7877,4.0909,100.147,3.8452,103.6757,3.3942,3.627,3.3803,99.5627,102.0679,AAA,AAA,AAA,AAA,AAA,,75.543,,78.0044,,77.6312
1780217.IB,17淄博高新双创债01,-0.0704,-0.3453,-0.1628,-0.2133,-0.0988,-0.1294,101.1961,4.101,100.6318,3.8481,103.0464,3.3879,3.6253,3.3904,99.5071,101.7259,AAA,AAA,AAA,AAA,AAA,55.1482,53.7593,52.6239,53.6419,53.7154,48.8919
1780218.IB,17运通债,,,,-0.1342,,-0.0575,100.8814,3.9924,98.5846,3.7489,102.6892,3.2735,3.5322,3.2852,99.8811,102.5676,AAA,AAA,AAA,AAA,AAA,,,,68.6328,,66.3069
1780219.IB,17洪山城投债01,,-1.8735,-2.2735,-1.6092,-0.4299,-0.6817,100.7485,4.0447,100.1075,3.8001,103.9233,3.3507,3.5826,3.3474,99.6309,102.2203,AA,AA,AA,AA,AA,,49.0429,56.2234,56.5597,57.7118,63.977
1780220.IB,17无锡食科债,,,,0.1302,,0.2351,100.172,4.172,105.1581,3.9268,103.2937,3.4777,3.7095,3.2883,98.9939,101.5922,AAA,AAA,AAA,AAA,AAA,,,,45.2504,,43.8209
1780221.IB,17萍昌盛债,,-0.2789,,-1.561,,-0.7032,101.2376,4.0164,95.431,3.7737,101.1977,3.2679,3.5274,3.2491,100.2628,101.0991,AAA,AAA,AA+,AA+,AA+,,43.5336,,47.1691,,47.0773
1780222.IB,17蓉轨可续期01,0.0043,0.002,0.0193,0.0048,-0.0002,0.005,100.6881,4.0844,101.2369,3.8442,104.0935,3.3963,3.6225,3.4027,99.3014,101.8945,AAA,AAA,AAA,AAA,AAA,61.1658,61.8027,60.2901,61.5747,61.9465,62.0477
1780223.IB,17宁高发债02,,-0.269,-0.4736,-0.447,,-0.0098,101.3757,4.0175,100.7523,3.7667,103.8167,3.3098,3.5455,3.3344,99.9014,102.302,AA+,AA+,AA+,AA+,AA+,,61.4547,61.766,57.3549,,58.6248
1780224.IB,17大石桥债01,,-0.1537,,-0.188,,0.3213,101.4561,3.8441,96.5124,3.6068,103.5136,3.1211,3.3772,3.1438,100.9891,103.0311,AA,AA,AA,AA,AA,,33.1985,,33.2324,,38.262
1780225.IB,17秭归养老债01,,0.1606,0.3161,-0.1198,,-0.001,101.4303,5.0662,93.657,4.8029,104.4143,4.3498,4.5993,4.3461,100.2327,103.3591,AA+,AA+,AA+,AA+,AA+,,36.2712,42.705,42.7068,,48.2073
1780226.IB,17宜昌城投债,,0.0062,,0.0328,,0.1735,101.6359,6.0954,99.0296,5.8131,102.2875,5.3496,5.5919,5.4831,98.9383,101.1423,AA+,AA+,AA+,AA+,AA+,,72.6587,,73.3556,,73.3192
1780227.IB,17仪新区债,,,,-0.4963,,-0.6922,101.0653,3.9541,98.6017,3.7129,104.293,3.2553,3.4985,3.2661,100.2691,103.156,AA,AA,AA,AA,AA,,,,36.5313,,36.0001
1780228.IB,17渌湘集团债,,,,-3.247,,-0.7346,101.164,3.9017,98.7059,3.6615,104.6443,3.2051,3.4475,3.2244,100.4634,103.419,AA+,AA+,AA+,AA+,AA+,,,,44.0621,,47.2772
1780229.IB,17老河口债,,-0.0116,,-1.1329,,-0.4984,101.1258,3.9706,95.986,3.7277,102.16,3.2371,3.4958,3.2309,100.1946,101.9736,AA,AA,AA,AA,AA,,41.3943,,45.7584,,45.0127
1780230.IB,17铜陵建投02,0.051,-0.0605,-0.0641,-0.1544,0.0988,0.1548,101.304,4.0557,100.689,3.8042,103.5249,3.346,3.5824,3.363,99.7466,102.0814,AA,AA,AA,AA,AA,48.061,47.5512,49.5501,47.8753,48.7552,49.8236
1780232.IB,17启东城投债,,-0.1728,,0.1151,,0.083,101.1912,4.1215,100.6042,3.8685,102.9931,3.408,3.6456,3.4095,99.4781,101.686,AAA,AAA,AAA,AAA,AAA,,57.1572,,56.6484,,53.3906
1780234.IB,17许昌专项债,,-0.075,,-0.5154,,,101.2791,4.0655,100.6653,3.8137,103.4519,3.3553,3.5918,3.3706,99.703,102.0237,AA,AA,AA,AA,AA,,55.4896,,57.5883,,
1780235.IB,17开元专项债02,,-1.9529,,-0.2681,,-0.0504,101.283,3.9191,96.0764,3.6779,102.8629,3.1906,3.4476,3.2048,100.5278,102.4847,AA,AA,AA,AA,AA,,48.2655,,47.8056,,48.1083
1780237.IB,17蒙城停车场债,,-0.9503,,-0.2368,,-0.6944,100.2898,4.1662,105.187,3.9207,103.3423,3.4712,3.7032,3.2816,99.091,101.6661,AAA,AAA,AAA,AAA,AAA,,43.0468,,50.0112,,52.1639
1780238.IB,17宝应开投债01,,,,-0.7995,,-0.0494,100.8247,4.1052,100.138,3.8597,103.7807,3.4092,3.6417,3.3989,99.6129,102.1463,AAA,AAA,AAA,AAA,AAA,,,,33.6957,,32.2357
1780239.IB,17兴蜀专项债,,,,0.0007,,0.0008,101.0556,3.9499,98.598,3.7088,104.2961,3.2513,3.4944,3.2624,100.2651,103.1547,AAA,AAA,AA+,AA+,AA+,,,,34.6744,,38.0529
1780240.IB,17黔新东观债,-0.1829,,,-1.0932,,-0.23,100.7716,3.8841,98.2942,3.6452,104.6872,3.1916,3.4326,3.2262,100.2126,103.3059,AA,AA,AA,AA,AA,6.8781,,,20.9556,,22.8766
1780241.IB,17川纳绿色NPB,,0.0748,,-0.2697,,-0.287,100.9802,2.8545,99.2211,2.6255,104.5605,2.1634,2.4046,2.1061,100.7511,103.3538,AAA,AA+,AA+,AA+,AA+,,42.9596,,50.497,,53.0474
1780242.IB,17金洲双创债,,-2.4785,,-0.3178,,0.0077,101.112,3.9803,98.6318,3.7386,104.1962,3.2803,3.5238,3.2863,100.2613,103.1094,AA,AA,AA,AA,AA,,41.4798,,45.1845,,44.4235
1780243.IB,17武汉地铁绿色债01,0.1955,0.3045,0.4038,0.2762,0.0171,0.0006,100.9229,7.6379,99.5743,7.2939,101.9703,6.8561,7.0713,7.0238,97.3523,99.6263,AAA,AAA,AAA,AAA,AAA,66.5365,66.5061,67.2699,69.3115,69.9656,69.582
1780244.IB,17吴中国太专项债,,-0.0804,,-0.7358,,-0.2183,101.2102,5.2213,98.2249,4.9557,103.6562,4.5,4.7512,4.5771,99.8012,102.7919,AA,AA,AA,AA,AA,,67.7455,,56.985,,60.4476
1780245.IB,17威海经开债,,-0.0507,-0.1065,0.0022,-0.0382,-0.1054,101.3169,4.0758,98.1067,3.824,103.5047,3.3657,3.6022,3.3428,99.7397,102.069,AA,AA,AA,AA,AA,,38.9176,42.0937,42.4651,43.9749,46.7133
1780246.IB,17泾河债,,0.3091,,-0.8559,,-0.2045,101.4056,3.9739,95.6884,3.7245,101.9909,3.2324,3.4905,3.2312,100.0778,101.7461,AA,AA,AA,AA,AA,,58.4018,,57.6073,,59.4806
1780247.IB,17鄂供销债,0.1051,0.1481,0.1195,0.1697,,0.1024,101.037,3.9646,98.5406,3.7226,104.1757,3.2648,3.5081,3.2738,100.1814,103.0549,AA,AA,AA,AA,AA,71.8972,69.8096,71.4471,72.5293,,70.6665
1780248.IB,17沣西绿色债,-0.1137,-0.1196,-0.1139,0.0482,-0.1945,-0.1574,101.4495,3.925,95.8066,3.675,102.4277,3.1875,3.4446,3.1979,100.1274,102.0634,AA,AA,AA,AA,AA,71.037,73.7703,76.6543,77.1565,75.8009,76.0091
1780250.IB,17锡东债,,-0.0586,,-0.1504,,-0.0026,100.7633,4.1379,100.1253,3.8858,102.8866,3.4274,3.6639,3.4423,99.1496,101.4645,AA+,AA+,AA+,AA+,AA+,,44.1678,,48.1825,,49.3572
1780251.IB,17武汉高科债01,,-0.5897,-0.9849,-0.4942,,-0.3963,100.458,5.4332,99.0289,5.154,102.0192,4.7005,4.9428,4.7874,98.2853,100.8618,AA+,AA+,AA+,AA+,AA+,,63.9921,66.3688,65.9881,,68.5032
1780252.IB,17平阳停车债,,-0.6698,,-0.6623,,0.1038,101.3911,5.1296,93.3698,4.8629,101.4857,4.3507,4.6326,4.3974,99.9988,101.875,AA,AA,AA,AA,AA,,61.6394,,69.3896,,69.5159
1780254.IB,17运城专项债,,0.0388,0.0422,0.0208,-0.0325,0.0768,101.299,4.0327,95.6159,3.7822,101.6641,3.2899,3.5492,3.2781,99.8542,101.5418,AA,AA,AA,AA,AA,,58.7057,60.5419,59.946,60.047,59.1796
1780255.IB,17义乌专项债,,-0.5097,,-0.5486,,0.0027,101.2793,4.1001,100.6652,3.8476,103.2415,3.388,3.6251,3.396,99.6231,101.8813,AA+,AA+,AA+,AA+,AA+,,72.1005,,75.284,,79.9053
1780256.IB,17淮南山南债01,,,,0.0711,,-0.1174,101.1041,3.9884,98.6258,3.7465,104.1363,3.2879,3.5316,3.2921,100.2347,103.0678,AA,AA,AA,AA,AA,,,,28.5355,,25.8252
1780257.IB,17湖滨新城02,,-0.3883,,-0.8583,,0.0922,101.2177,3.9466,95.8694,3.7057,104.5326,3.2485,3.4914,3.2185,100.4477,103.3646,AA,AA,AA,AA,AA,,48.9767,,48.9051,,44.1989
1780258.IB,17青州建投债02,,0.0767,,-0.0763,,0.0427,101.1266,3.9601,96.2278,3.7189,104.3565,3.2614,3.5045,3.2348,100.3273,103.2184,AA,AA,AA,AA,AA,,48.9246,,49.8168,,47.725
1780259.IB,17怀宁城投债,,,,-0.5251,,-3.0585,100.8054,4.082,98.3738,3.8383,103.3152,3.3769,3.6222,3.3611,99.7464,102.4292,AAA,AAA,AAA,AAA,AAA,,,,63.225,,60.6803
1780260.IB,17广安鑫鸿债01,,,,-0.9213,,-0.1826,101.045,3.9239,98.5568,3.6836,104.5628,3.2277,3.4699,3.249,100.3475,103.3229,AA+,AA+,AA+,AA+,AA+,,,,24.6687,,22.1955
1780262.IB,17苏科债,0.1038,-0.1948,-0.2101,-0.143,0.0595,-0.0159,100.8459,4.1004,100.1187,3.8553,103.9596,3.4058,3.6378,3.4024,99.683,102.2692,AAA,AAA,AAA,AAA,AAA,58.5282,60.9684,65.5393,64.772,64.1276,63.8343
1780263.IB,17含山债,,,,0.0544,,0.1475,100.9086,4.0413,98.4462,3.7986,103.6987,3.3387,3.5831,3.334,99.9481,102.7143,AAA,AAA,AAA,AAA,AAA,,,,46.5778,,45.8762
1780264.IB,17当涂经开债,,,,-0.1501,,-0.3369,100.5636,4.0938,98.1232,3.8505,103.214,3.3901,3.6349,3.3799,99.5454,102.2768,AAA,AAA,AAA,AAA,AAA,,,,64.9765,,64.6577
1780265.IB,17渝丰都债,,,,-1.1858,,-0.2424,100.6438,4.0329,98.2069,3.7907,103.5878,3.3318,3.5757,3.3322,99.737,102.5486,AAA,AAA,AA+,AA+,AA+,,,,57.5392,,59.8663
1780266.IB,17淮南城投债01,-0.1512,-0.1243,-0.1901,-0.2835,-0.0153,0.0644,101.0224,4.1124,98.5996,3.8672,101.3479,3.3723,3.6333,3.3896,99.8453,101.415,AAA,AAA,AAA,AAA,AAA,57.8137,57.5093,59.4811,57.1276,59.3382,56.7855
1780267.IB,17邵阳城投债01,-0.0512,0.0198,0.0022,-0.1193,-0.0154,0.1814,101.2814,4.079,95.9009,3.8275,103.5764,3.3699,3.606,3.3182,99.736,102.1021,AA,AA,AA,AA,AA,58.1339,58.294,61.1251,52.6187,53.7512,53.8723
1780269.IB,17钟城投债,,0.5889,,-5.0094,,-2.3676,100.7272,4.0087,98.2892,3.7669,103.7635,3.3084,3.5521,3.3121,99.8566,102.6925,AAA,AAA,AA+,AA+,AA+,,30.9955,,35.5084,,36.389
1780270.IB,17彭山养老债01,,,-0.1153,-0.104,,-0.2338,100.8086,3.9635,98.3328,3.7228,104.1939,3.2663,3.5089,3.283,100.0589,102.9996,AAA,AAA,AAA,AAA,AAA,,,53.5351,50.2452,,51.0759
1780271.IB,17安顺专项债,,,,0.1807,,-0.0217,100.6362,3.9553,105.446,3.7153,104.2313,3.2601,3.5019,3.057,99.9545,102.9615,AA,AA,AA,AA,AA,,,,48.3544,,53.3312
1780272.IB,17夷陵经发债01,,-1.6383,-1.2821,-0.8889,,-0.2651,100.6102,4.0241,96.9707,3.7811,104.2975,3.3348,3.5651,3.307,99.6572,102.4142,AA,AA,AA,AA,AA,,62.8384,65.8826,67.5526,,68.996
1780274.IB,17新宇建投债01,,,,-0.2065,,-0.3472,100.7109,3.9028,98.2327,3.6637,104.5477,3.2097,3.4509,3.2418,100.1216,103.1937,AA,AA,AA,AA,AA,,,,30.2504,,32.1725
1780276.IB,17南陵债,,,,-0.1465,,-0.178,100.6634,4.0573,98.2208,3.8146,103.4658,3.355,3.5993,3.3503,99.704,102.4761,AAA,AAA,AAA,AAA,AAA,,,,54.0883,,52.5389
1780277.IB,17汴投绿色债,,-0.5149,-0.4864,-0.3849,,-0.4859,101.0198,5.3245,99.0887,5.0438,102.4753,4.5849,4.8259,4.6898,98.8493,101.1806,AA,AA,AA,AA,AA,,57.2956,58.4935,56.4696,,57.6467
1780278.IB,17广州发展绿色债01,0.0357,0.0761,0.1362,0.2787,0.0179,0.0412,100.5292,4.2461,101.264,4.0049,104.1251,3.5628,3.7827,3.5399,98.9306,101.4206,AAA,AAA,AAA,AAA,AAA,46.2955,47.5578,51.2874,50.0616,48.8315,50.0381
1780280.IB,17桂金投债,,0.3438,0.2901,0.2635,,-0.1921,99.9995,4.0588,97.4511,3.8243,103.0635,3.3678,3.6074,3.3751,99.0665,101.9688,AA+,AA+,AA+,AA+,AA+,,76.7633,76.8076,74.8296,,71.0702
1780281.IB,17吉首管廊02,,0.036,,0.0908,,0.0397,100.6154,4.0413,94.9229,3.7991,103.5948,3.3405,3.5843,3.2916,99.716,102.5423,AA+,AA+,AA+,AA+,AA+,,37.4748,,45.4524,,48.697
1780282.IB,17蓉花园债01,,-0.1367,,-0.4082,,-0.1279,100.8625,3.925,95.661,3.6843,102.6126,3.1982,3.4545,3.2179,100.1628,102.1743,AA,AA,AA,AA,AA,,49.239,,51.2674,,55.6053
1780283.IB,17资兴城投02,,0.314,,0.4879,,-0.3303,100.2019,4.0951,102.3743,3.8514,103.7647,3.4048,3.6353,3.1605,99.1885,101.9165,AA+,AA+,AA+,AA+,AA+,,54.0791,,52.2874,,50.7569
1780284.IB,17黄岩债02,-0.0033,-0.0449,,-0.0808,,0.0068,100.6688,4.0777,95.374,3.8338,101.3949,3.3414,3.6011,3.3266,99.6266,101.3206,AA,AA,AA,AA,AA,63.6606,66.1876,,68.181,,68.3885
1780286.IB,17随州停车场债02,,0.1429,,0.4237,0.1037,-0.0009,100.6539,4.1101,105.9946,3.8587,102.976,3.4015,3.6374,3.2304,99.1156,101.4893,AA,AA,AA,AA,AA,,53.5221,,59.9072,61.6109,62.4172
1780287.IB,17渝盈地债,,0.1647,,0.2902,,0.0333,,,104.6308,3.8938,103.544,3.4372,3.68,3.2331,99.4652,102.4009,AA,AA,AA,AA,AA,,31.2658,,33.868,,56.5767
1780288.IB,17温高新债,-0.2952,-0.4787,-0.486,-1.0445,0.3363,0.6297,100.6188,4.1265,105.883,3.8748,102.8789,3.4172,3.6533,3.246,99.0549,101.411,AA,AA,AA,AA,AA,49.1413,53.2567,54.3044,52.4432,51.8441,49.5112
1780289.IB,17吴中城建债01,,-0.4327,-0.8583,-0.5509,,-0.52,,,105.2279,4.0134,103.36,3.5648,3.7964,3.3753,99.0085,101.6374,AA,AA,AA,AA,AA,,53.4418,54.1715,58.855,,62.0471
1780290.IB,17德投债,,,-0.7322,-0.846,,0.1152,100.6276,4.0488,98.1566,3.8066,103.602,3.3481,3.5918,3.3503,99.7233,102.5508,AA,AA,AA,AA,AA,,,34.8744,31.0468,,31.0351
1780291.IB,17高密专项债,,,,0.0576,,0.0502,100.4867,4.1184,105.6979,3.8738,103.7784,3.4255,3.6569,3.2366,99.3763,102.0227,AA+,AA+,AA+,AA+,AA+,,,,37.3865,,37.9424
1780292.IB,17句容城投债01,,0.01,,-0.2913,,-0.0969,100.4947,4.0083,104.9131,3.7672,103.7939,3.3105,3.5532,3.1066,99.7058,102.6279,AA,AA,AA,AA,AA,,45.3653,,49.5977,,50.3082
1780293.IB,17沅陵管廊01,,-0.8124,,-1.5609,,-0.7953,100.5541,4.0601,104.5688,3.8179,103.5477,3.3595,3.6032,3.1547,99.652,102.4888,AAA,AAA,AA+,AA+,AA+,,41.6498,,49.2768,,50.8892
1780294.IB,17陕金资债转股NPB01,,,,,,,100.136,3.9415,106.672,3.6972,104.2733,2.7595,2.9829,2.5728,97.6606,101.7508,AAA,AAA,AAA,AAA,AAA,,,,,,
1780295.IB,17邳州经发债,,-0.4278,,-1.1268,,-0.4739,100.5253,4.0381,101.9416,3.7886,101.6295,3.3056,3.5641,3.0879,99.1845,101.4316,AA,AA,AA,AA,AA,,52.5574,,55.1976,,57.8775
1780296.IB,17淮安新城债,0.112,-0.4241,-0.3159,-0.2048,-0.0934,-0.3449,100.3816,4.2115,105.0178,3.958,102.1431,3.4977,3.7351,3.3253,98.6325,100.8372,AAA,AAA,AAA,AAA,AAA,64.9279,64.0673,64.4815,64.6563,65.0527,63.9717
1780297.IB,17柳州龙投专项债,-0.3037,-0.0662,-0.1608,0.0038,-0.9764,-0.3159,100.4611,5.1734,105.5915,4.896,102.6766,4.4415,4.6801,4.275,98.5926,101.1368,AA,AA,AA,AA,AA,47.7097,51.6489,56.6898,55.4155,55.9967,55.6466
1780298.IB,17武隆专项债01,-0.2799,-0.5366,,-0.7521,,-0.1394,100.3774,4.0253,104.7148,3.784,103.6156,3.327,3.5699,3.123,99.5653,102.4706,AAA,AAA,AAA,AAA,AA+,57.4419,58.3455,,62.0762,,63.9031
1780299.IB,17汇丰绿债,-0.2562,-0.3083,-1.8049,-0.8088,-0.1542,-0.4407,100.4184,4.1451,105.5964,3.8932,102.6111,3.4353,3.6715,3.2639,98.8299,101.1647,AAA,AAA,AAA,AAA,AAA,39.5913,42.0895,44.6186,42.4752,44.1314,42.4277
1780300.IB,17贵阳经开债01,,-0.6521,,-0.6146,,-0.2001,100.4472,4.0788,101.3963,3.8284,101.1626,3.3416,3.6009,3.1232,99.0179,101.0425,AA,AA,AA,AA,AA,,31.8013,,33.1884,,35.893
1780301.IB,17马雨山债02,,-0.2185,,-0.339,,-0.313,100.2778,4.1385,105.4131,3.8937,103.5129,3.4452,3.6767,3.2561,99.146,101.7754,AAA,AAA,AAA,AAA,AAA,,54.5547,,56.2946,,56.7786
1780302.IB,17连云恒驰01,,0.0533,-5.3295,-2.6495,,0.0044,100.4897,3.9562,105.4365,3.7164,104.1888,3.2619,3.5034,3.0592,99.8406,102.8812,AA,AA,AA,AA,AA,,36.2431,39.3051,46.2062,,47.0697
1780303.IB,17蒸城投债01,,,,-0.9247,,-0.8126,100.385,3.9489,105.4004,3.7094,104.1361,3.2552,3.4966,3.0526,99.7561,102.8102,AAA,AAA,AA+,AA+,AA+,,,54.8281,57.7984,,57.8059
1780304.IB,17江北新城债,-0.2166,-0.1513,-0.2163,-0.3583,-0.2368,-0.219,100.1823,4.1798,105.1841,3.9274,102.2356,3.4688,3.7054,3.2971,98.5407,100.8332,AA+,AA+,AA+,AA+,AA+,67.9935,68.5641,71.0999,70.8477,71.371,74.8739
1780305.IB,17清浦城投债,-0.3409,-0.3491,,-0.6393,,-0.2165,100.2944,4.0526,104.2989,3.81,104.163,3.365,3.5946,3.1454,99.3889,102.2107,AA,AA,AA,AA,AA,62.4075,60.3446,,64.5792,,67.6954
1780306.IB,17遵义湘江债,,,,0.1147,,-0.3892,100.2135,4.0124,101.6869,3.7716,103.6008,3.3155,3.5579,3.0604,99.4536,102.4027,AA,AA,AA,AA,AA,,,,46.2559,,49.3739
1780307.IB,17白云债02,,-0.8404,,-0.8545,,0.0772,100.3305,3.9813,102.3829,3.7401,101.9074,3.2531,3.5099,3.037,99.5726,101.5308,AA,AA,AA,AA,AA,,46.5917,,48.8703,,53.2764
1780308.IB,17蒙自专项债01,,,,-1.6645,,0.164,100.3712,3.9406,105.519,3.7014,104.2226,3.2478,3.4888,3.0455,99.7755,102.8608,AA,AA,AA,AA,AA,,,,22.8953,,23.3591
1780309.IB,17莒南国资债01,,0.1567,,0.0514,,-0.0463,100.271,3.9586,105.2859,3.7191,104.0221,3.2649,3.5062,3.0624,99.6399,102.6955,AA,AA,AA,AA,AA,,38.1381,,34.8925,,33.1925
1780310.IB,17嘉兴秀洲债,,,,-0.4483,,0.056,100.2331,4.1766,105.1246,3.9311,103.2818,3.4816,3.7136,3.292,99.0299,101.6055,AAA,AAA,AAA,AAA,AAA,,,,63.9846,,65.6373
1780311.IB,17遵义旅投债01,,,,0.001,,0.0513,100.2973,5.0562,100.6482,4.7947,103.7259,4.3444,4.5924,4.0388,99.2569,102.5159,AA,AA,AA,AA,AA,,,,59.9968,,61.4455
1780312.IB,17高青债01,,,,-0.0501,,-0.2461,100.2857,3.9617,105.2923,3.7221,104.0306,3.268,3.5093,3.0654,99.6512,102.706,AA+,AA+,AA+,AA+,AA+,,,,54.3833,,53.4568
1780313.IB,17武胜债,,-0.0083,,-0.1979,,-0.3677,,,101.261,3.8765,103.5694,3.4202,3.6628,3.1594,99.4594,102.4074,AA+,AA+,AA+,AA+,AA+,,38.8037,,41.1316,,41.9033
1780314.IB,17泸州汇兴债,,0.0177,,-1.461,,-0.9325,,,100.429,3.918,102.8928,3.459,3.7031,3.1966,99.1011,101.8984,AAA,AAA,AA+,AA+,AA+,,42.3542,,54.3135,,56.4048
1780315.IB,17珲春债01,,,,-0.0196,,-0.0402,100.2915,3.8607,106.1274,3.624,104.8022,3.1742,3.413,2.9708,99.9336,103.2063,AA+,AA+,AA+,AA+,AA+,,,,51.0644,,54.4923
1780316.IB,17扬化双创债,0.0043,0.0094,0.0267,0.0126,0.0154,0.0203,100.0373,4.0713,101.5094,3.8287,101.1971,3.3392,3.5974,3.1214,99.1373,100.9696,AA,AA,AA,AA,AA,59.16,61.6298,59.2326,60.2247,59.117,59.5791
1780318.IB,17新经开,,,,-0.1577,,-0.1497,100.2865,4.0572,104.4748,3.8154,103.4124,3.3579,3.6011,3.1536,99.4294,102.3059,AA,AA,AA,AA,AA,,,,51.1307,,61.8627
1780319.IB,17绵宏达债,,,,-0.8144,,-0.5294,,,104.9936,3.7608,103.806,3.3054,3.5474,3.1022,99.5718,102.5621,AAA,AAA,AA+,AA+,AA+,,,,57.891,,61.6187
1780320.IB,17渝两山债,,,,-0.4081,,,,,103.7744,3.9053,102.8061,3.4465,3.6905,3.2414,98.9913,101.7967,AA,AA,AA,AA,AA,,,,31.4349,,
1780321.IB,17黄梅债01,,,,-1.8208,,-0.8963,,,104.3805,3.8304,103.291,3.3736,3.6164,3.1695,99.2429,102.1515,AAA,AAA,AA+,AA+,AA+,,,,35.0327,,38.7877
1780322.IB,17淮南产发债,,0.0896,-0.094,-0.1887,-0.3671,-0.3179,,,103.1229,3.9922,99.6948,3.4974,3.7584,3.3335,98.2067,99.7742,AAA,AAA,AAA,AAA,AAA,,40.2771,40.3557,43.8164,47.0744,45.9039
1780323.IB,17洪山城投债02,,-1.8735,-2.2735,-1.6092,-0.4299,-0.6817,,,105.0285,3.9674,103.1802,3.5183,3.7501,3.3287,98.8972,101.4892,AA,AA,AA,AA,AA,,49.0429,56.2234,56.5597,57.7118,63.977
1780324.IB,17能兴专项债,,,,0.0206,,,,,105.5893,2.4172,103.817,1.9551,2.1939,1.7608,100.0062,102.6448,AAA,AAA,AAA,AAA,AAA,,,,59.621,,
1780325.IB,17洪湖城投债,,,,-6.5009,,,,,103.8136,3.8973,102.843,3.4385,3.6825,3.2334,99.0268,101.832,AAA,AAA,AAA,AAA,AAA,,,,53.3307,,
1780326.IB,17寿县债,,,,-0.3065,,0.1053,,,103.7698,3.9098,102.8255,3.4505,3.6948,3.2452,99.0608,101.8434,AAA,AAA,AAA,AAA,AAA,,,,44.8195,,48.2733
1780327.IB,17昆银桥债,,,,0.085,,0.1508,,,105.0767,4.0012,102.1597,3.5417,3.7787,3.3696,98.552,100.804,AA+,AA+,AA+,AA+,AA+,,,,53.0085,,53.2297
1780329.IB,17渝双福债,-0.2244,-0.2986,-0.416,-0.5355,-0.132,-0.3049,,,100.9425,3.8842,100.7565,3.3958,3.6551,3.1767,98.724,100.6537,AA+,AA+,AA+,AA+,AA+,48.7549,50.643,51.4323,50.5756,52.1611,52.6284
1780330.IB,17宝应开投债02,,,,-0.7995,,-0.0494,,,104.7988,4.0035,102.9963,3.5536,3.7858,3.3635,98.8014,101.3527,AAA,AAA,AAA,AAA,AAA,,,,33.6957,,32.2357
1780331.IB,17新津工投债,,-0.1335,,-0.089,,-0.0533,,,104.7186,3.8132,103.527,3.3583,3.6001,3.1552,99.2615,102.2725,AA,AA,AA,AA,AA,,49.2641,,55.4633,,56.4748
1780332.IB,17都新城01,,-0.1676,-0.3793,-0.5613,,0.1001,,,101.006,3.8475,103.3312,3.391,3.6337,3.1297,99.2515,102.1781,AA,AA,AA,AA,AA,,50.7107,52.8757,53.5301,,57.3525
1780333.IB,17郑通航债02,,-0.1452,,-0.2725,,-0.036,,,103.5384,3.9738,102.7033,3.5126,3.7579,3.3062,99.1465,101.8393,AAA,AAA,AAA,AAA,AAA,,65.6445,,66.2569,,60.6706
1780334.IB,17黄梅债02,,,,-1.8208,,-0.8963,,,104.2842,3.8705,103.238,3.413,3.6562,3.2085,99.2644,102.1435,AAA,AAA,AA+,AA+,AA+,,,,35.0327,,38.7877
1780336.IB,17普定债01,,0.1473,0.2991,0.44,,0.2452,,,105.4383,3.8266,104.1827,3.3729,3.6141,3.1702,99.7618,102.855,AA+,AA+,AA+,AA+,AA+,,8.7234,9.2014,12.6207,,14.8776
1780337.IB,17南谯国资债,,,,0.0339,,-0.0263,,,103.4633,3.9666,102.5882,3.5063,3.7511,3.3003,98.949,101.6788,AAA,AAA,AAA,AAA,AAA,,,,50.9307,,50.3934
1780338.IB,17遵义播投债02,,,,-1.0829,,-0.2801,,,105.2007,3.7559,103.8802,3.3032,3.5438,3.1012,99.3589,102.4851,AA,AA,AA,AA,AA,,,,47.4568,,49.6325
